"IndicatorCode","IndicatorName"
"SE_LSC_MATH","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in mathematics (%)"
"SE_LSC_RDNG","Proportion of children at the end of lower secondary achieving at least a minimum proficiency level in reading (%)"
"SE_PRE_PARTN","Participation rate in organized learning (one year before the official primary entry age) (%)"
"SE_PRM_MATH","Proportion of children at the end of primary achieving at least a minimum proficiency level in mathematics (%)"
"SE_PRM_RDNG","Proportion of children at the end of primary achieving at least a minimum proficiency level in reading (%)"
"SG_REG_CENSUS","Proportion of countries that have conducted at least one population and housing census in the last 10 years (%)"
"SH_STA_FGMS","Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting (FMG/C) (%)"
"SHS_1","Percentage of children under 15 years exposed to second-hand smoke"
"SHS_10","Second-hand smoke attributable DALYs ('000) in children under 5 years"
"SHS_11","Second-hand smoke  attributable DALYs per 100'000 children under 5 years"
"SHS_2","Percentage of women (15+ years) exposed to second-hand smoke"
"SHS_3","Percentage of men (15+ years) exposed to second-hand smoke"
"SHS_4","Second-hand smoke attributable deaths"
"SHS_5","Second-hand smoke attributable DALYs ('000)"
"SHS_6","Second-hand smoke attributable deaths per 100'000 capita"
"SHS_7","Second-hand smoke attributable DALYs per 100'000 capita"
"SHS_8","Second-hand smoke attributable deaths ('000) in children under 5 years"
"SHS_9","Second-hand smoke  attributable deaths per 100'000 children under 5 years"
"SI_POV_DAY1","Proportion of population below the international poverty line of US$1.90 per day (%)"
"SP_DYN_MRBF15","Proportion of women aged 20-24 years who were married or in a union by age 15 (%)"
"SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union by age 18 (%)"
"stunt5","Stunting prevalence in children aged < 5 years (%)"
"SUNBEDEXIST","Existence of national regulation"
"SUNBEDEXISTSUBNATIONAL","Existence of subnational regulation"
"SUNBEDEXISTYEAR","Year of national implementation of regulation"
"SUNBEDREG_ACCESS","Access restrictions"
"SUNBEDREG_CONTROL","Restriction and inspection of facilities"
"SUNBEDREG_INFO","Information requirements"
"SUNBEDREG_SAFETY","Safety requirements"
"SUNBEDREG_TRAINING","Training requirements"
"TB_1","Tuberculosis treatment coverage"
"TB_c_dst_rlt_new_pct","New cases tested for RR-/MDR-TB (%)"
"TB_c_dst_rlt_ret_pct","Previously treated cases tested for RR-/MDR-TB (%)"
"TB_c_lab_cul_5m","Laboratories providing tuberculosis diagnostic services using culture (per 5 million population)"
"TB_c_lab_dst_5m","Laboratories providing drug susceptibility testing (DST) (per 5 million population)"
"TB_c_lab_sm_100k","Laboratories providing tuberculosis diagnostic services using sputum smear microscopy (per 100 000 population)"
"TB_c_mdr_tsr","Treatment success rate for patients treated for MDR-TB (%)"
"TB_c_mdr_tx","Cases started on MDR-TB treatment"
"TB_c_new_snep_tsr","Treatment success rate for new pulmonary smear-negative and extrapulmonary tuberculosis cases"
"TB_c_new_tsr","Treatment success rate: new TB cases"
"TB_c_newinc","Tuberculosis - new and relapse cases"
"TB_c_notified","Total number of notified TB cases"
"TB_c_ret_tsr","Treatment success rate: previously treated TB cases"
"TB_c_tbhiv_tsr","Treatment success rate: HIV-positive TB cases"
"TB_c_xdr_tsr","Treatment success rate: XDR-TB cases"
"TB_conf_mdr_tx_pct","Confirmed cases of MDR-TB started treatment for MDR-TB (%)"
"TB_e_inc_num","Number of incident tuberculosis cases"
"TB_e_inc_num_014","Number of incident tuberculosis cases in children aged 0 - 14"
"TB_e_inc_tbhiv_100k","Incidence of tuberculosis (per 100 000 population) (HIV-positive cases)"
"TB_e_inc_tbhiv_num","Number of incident tuberculosis cases,  (HIV-positive cases)"
"TB_e_mdr_num","Estimated MDR-TB cases among notified pulmonary TB cases"
"TB_e_mort_exc_tbhiv_num","Number of deaths due to tuberculosis, excluding HIV"
"TB_e_prev_num","Number of prevalent tuberculosis cases"
"TB_effective_treatment_coverage","Tuberculosis effective treatment coverage (%)"
"TB_hiv_art_pct","HIV-positive TB patients on ART (antiretroviral therapy) (%)"
"TB_hiv_cpt_pct","HIV-positive TB patients on CPT (co-trimoxazole preventive therapy) (%)"
"TB_hivtest_pct","TB patients with known HIV status (%)"
"TB_hivtest_pos_pct","Tested TB patients HIV-positive (%)"
"TB_mdr","Confirmed cases of MDR-TB"
"TB_new_clindx","New or unknown treatment history cases: Pulmonary, clinically diagnosed"
"TB_new_ep","New cases: extrapulmonary"
"TB_new_labconf","New or unknown treatment history cases: Pulmonary, bacteriologically confirmed"
"TB_new_oth","New cases: other"
"TB_new_sn","New cases: pulmonary smear-negative"
"TB_new_snsuoth","New cases: Pulmonary, smear-negative/unknown/not done and other new cases"
"TB_new_sp","New cases: Pulmonary, smear-positive"
"TB_new_su","New cases: pulmonary smear unknown/not done"
"TB_newret_oth","Treatment history unknown"
"TB_ret_nrel","Previously treated  cases, excluding relapse"
"TB_ret_oth","Retreatment cases: other"
"TB_ret_rel","Relapse cases (pre-2013 definition)"
"TB_ret_rel_clindx","Relapse cases: Pulmonary, clinically diagnosed"
"TB_ret_rel_ep","Relapse cases: extrapulmonary"
"TB_ret_rel_labconf","Relapse cases: Pulmonary, bacteriologically confirmed"
"TB_ret_tad","Retreatment cases: treatment after default (pulmonary smear and/or culture positive)"
"TB_ret_taf","Retreatment cases: treatment after failure (pulmonary smear and/or culture positive)"
"TB_rr_mdr","Confirmed cases of RR-/MDR-TB"
"TB_sldst_avail","Second-line drug susceptibility testing (DST) available"
"TB_tot_newrel","Tuberculosis - new and relapse cases"
"tfr","Total fertility rate (per woman)"
"TOTENV_1","Deaths attributable to the environment"
"TOTENV_10","Total environment  attributable DALYs per 100'000 children under 5 years"
"TOTENV_11","Deaths attributable to the environment in children under 5 years (%)"
"TOTENV_12","DALYs attributable to the environment in children under 5 years (%)"
"TOTENV_2","Age-standardized deaths attributable to the environment (per 100 000 population)"
"TOTENV_3","Disability-adjusted life years (DALYs) attributable to the environment"
"TOTENV_4","Age-standardized DALYs attributable to the environment (per 100 000 population)"
"TOTENV_5","Deaths attributable to the environment (%)"
"TOTENV_6","Disability-adjusted life years (DALYs) attributable to the environment (%)"
"TOTENV_7","Total environment attributable deaths ('000) in children under 5 years"
"TOTENV_8","Total environment  attributable deaths per 100'000 children under 5 years"
"TOTENV_9","Total environment attributable DALYs ('000) in children under 5 years"
"u5mr","Under-five mortality rate (deaths per 1000 live births)"
"UHC_AVAILABILITY_SCORE","Primary data availability for UHC Service Coverage Index (SDG 3.8.1) (%)"
"UHC_IHR","Compliance with international health regulations"
"UHC_INDEX_REPORTED","UHC Service Coverage Index (SDG 3.8.1)"
"UHC_SCI_CAPACITY","UHC Service Coverage sub-index on service capacity and access"
"UHC_SCI_INFECT","UHC Service Coverage sub-index on infectious diseases"
"UHC_SCI_NCD","UHC Service Coverage sub-index on noncommunicable diseases"
"UHC_SCI_RMNCH","UHC Service Coverage sub-index on reproductive, maternal, newborn and child health"
"UNICEF_ORS","Children aged <5 years with diarrhoea receiving ORS (%)"
"UNICEF_PNCMOTHER","Women age 15-49 years who received a health check within 2 days after delivery of their most recent live birth in the last 2 years (%)"
"UNICEF_PNCNEWBORN","Proportion of newborns who have postnatal contact with a health provider within 2 days of delivery (%)"
"UV_1","UV radiation"
"UV_2","UV radiation attributable deaths"
"UV_3","UV radiation attributable DALYs ('000)"
"UV_4","UV radiation attributable deaths per 100'000 capita"
"UV_5","UV radiation attributable DALYs per 100'000 capita"
"VIOLENCE_CHILD_EMOTIONAL","Lifetime prevalence of child emotional abuse (%)"
"VIOLENCE_CHILD_NEGLECT","Lifetime prevalence of child physical neglect (%)"
"VIOLENCE_CHILD_PHYSICAL","Lifetime prevalence of child physical abuse (%)"
"VIOLENCE_CHILD_SEXUAL","Lifetime prevalence of child sexual abuse (%)"
"VIOLENCE_EXTENTIMP_ALLTYPES","Extent of implementation of  mental health services for victims of all types of violence"
"VIOLENCE_EXTENTIMP_CHILDHOMEVISIT","Child maltreatment: Extent of implementation of home-visiting programmes"
"VIOLENCE_EXTENTIMP_CHILDPROTECTION","Extent of implementation of child protection services"
"VIOLENCE_EXTENTIMP_ELDERCAREGIVER","Elder abuse: Extent of implementation  of caregiver-support programmes"
"VIOLENCE_EXTENTIMP_PARTNERVIOLPREVENTION","Intimate partner violence: Extent of implementation  of dating violence prevention programmes"
"VIOLENCE_EXTENTIMP_VICTIMSMEDICOLEGAL","Extent of implementation of medico-legal services for victims of sexual violence"
"VIOLENCE_EXTENTIMP_YOUTHLIFESKILLS","Youth violence: Extent of implementation of life-skills and social development programmes"
"VIOLENCE_HOMICIDENUM","Estimates of number of homicides"
"VIOLENCE_HOMICIDERATE","Estimates of rates of homicides per 100 000 population"
"vita","Children aged 6-59 months who received vitamin A supplementation (%)"
"W_Group","Warning about the dangers of tobacco"
"W1_HW_law_A","Law mandates that health warnings appear on tobacco packages"
"W1_HW_law_B","Law mandates that health warnings appear on other smoked tobacco packages"
"W1_HW_law_C","Law mandates that health warnings appear on smokeless tobacco packages"
"W10_graphic_A","Do the health warnings on cigarette packaging include a photograph or graphic?"
"W10_graphic_B","Do the health warnings on other smoked tobacco packaging include a photograph or graphic?"
"W10_graphic_C","Do the health warnings on smokeless tobacco packaging include a photograph or graphic?"
"W11_outside_pack_A","Do health warnings appear on each cigarette package and any outside packaging and labelling used in the retail sale?"
"W11_outside_pack_B","Do health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale?"
"W11_outside_pack_C","Do health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale?"
"W12_imports_dutyfree_A","Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale"
"W12_imports_dutyfree_B","Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale"
"W12_imports_dutyfree_C","Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale"
"W13_ind_liability_A","Health warnings on cigarette packaging do not remove or diminish the liability of the tobacco industry"
"W13_ind_liability_B","Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry"
"W13_ind_liability_C","Health warnings on smokeless tobacco packaging do not remove or diminish the liability of the tobacco industry"
"W14_harm_effects_A","Do health warnings on cigarette packaging describe the harmful effects of tobacco use on health?"
"W14_harm_effects_B","Do health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health?"
"W14_harm_effects_C","Do health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health?"
"W15_specific_hw_A","Does the law mandate specific health warnings on cigarette packaging?"
"W15_specific_hw_B","Does the law mandate specific health warnings on other smoked tobacco packaging?"
"W15_specific_hw_C","Does the law mandate specific health warnings on smokeless tobacco packaging?"
"W16_number_hw_A","How many health warnings are approved by the law for cigarette packaging?"
"W16_number_hw_B","How many health warnings are approved by the law for other smoked tobacco packaging?"
"W16_number_hw_C","How many health warnings are approved by the law for smokeless tobacco packaging?"
"W17_fines_A","Health warnings on cigarette packaging law requires or establishes fines for violations"
"W17_fines_B","Health warnings on other smoked tobacco packaging law requires or establishes fines for violations"
"W17_fines_C","Health warnings on smokeless tobacco packaging law requires or establishes fines for violations"
"W18_misleading_terms_A","Ban on deceitful terms on cigarette packaging"
"W18_misleading_terms_B","Ban on deceitful terms on other smoked tobacco packaging"
"W18_misleading_terms_C","Ban on deceitful terms on smokeless tobacco packaging"
"W19_colours_numbers_A","Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors"
